"기준_년분기_코드","자치구_코드","자치구_코드_명","서비스_업종_코드","서비스_업종_코드_명","당월_매출_금액","당월_매출_건수","주중_매출_금액","주말_매출_금액","월요일_매출_금액","화요일_매출_금액","수요일_매출_금액","목요일_매출_금액","금요일_매출_금액","토요일_매출_금액","일요일_매출_금액","시간대_00~06_매출_금액","시간대_06~11_매출_금액","시간대_11~14_매출_금액","시간대_14~17_매출_금액","시간대_17~21_매출_금액","시간대_21~24_매출_금액","남성_매출_금액","여성_매출_금액","연령대_10_매출_금액","연령대_20_매출_금액","연령대_30_매출_금액","연령대_40_매출_금액","연령대_50_매출_금액","연령대_60_이상_매출_금액","주중_매출_건수","주말_매출_건수","월요일_매출_건수","화요일_매출_건수","수요일_매출_건수","목요일_매출_건수","금요일_매출_건수","토요일_매출_건수","일요일_매출_건수","시간대_건수~06_매출_건수","시간대_건수~11_매출_건수","시간대_건수~14_매출_건수","시간대_건수~17_매출_건수","시간대_건수~21_매출_건수","시간대_건수~24_매출_건수","남성_매출_건수","여성_매출_건수","연령대_10_매출_건수","연령대_20_매출_건수","연령대_30_매출_건수","연령대_40_매출_건수","연령대_50_매출_건수","연령대_60_이상_매출_건수"
"20191","11620","관악구","CS300019","의료기기","1949888231","15450","1873573526","76314705","303658200","318783384","280670095","316463038","653998809","76314705","0","0","183739835","815430280","745203265","205514851","0","784321167","1145436752","0","15536485","111561595","297660723","559024448","945974667","14435","1015","3250","2785","2334","3099","2967","1015","0","0","2442","5333","6147","1528","0","7092","7886","0","550","970","2529","3329","7599"
"20191","11620","관악구","CS200008","한의원","9716292175","307921","7537977076","2178315099","1531390240","1726097103","1401242886","1523167661","1356079186","2044183024","134132075","0","1091794828","3470708577","2938700448","2198250444","16837878","3799630424","5822432642","7587645","564323201","1249018456","2467658355","2379482946","2953992465","248510","59411","51884","45653","49418","50587","50968","52100","7311","0","42885","99515","90556","74693","272","134047","173120","533","22999","39790","64775","71038","108038"
"20191","11620","관악구","CS200017","골프연습장","868032046","22262","545967187","322064859","91726022","107414167","104719463","117245104","124862431","167068873","154995986","102946134","13381620","82199253","128893088","277988848","262623103","643481364","147093330","0","34818891","176425122","244454833","215500128","119375717","12996","9266","2116","2610","2480","2941","2849","4863","4403","2511","547","2955","3928","6643","5678","17896","3265","0","915","3964","7033","6204","3048"
"20191","11620","관악구","CS300020","서적","2763082049","76696","2099595826","663486223","416179054","437519794","390023034","513903988","341969956","432952837","230533386","0","124612716","617585378","958544905","957845773","104493277","1110048204","1456299419","72733798","229216404","559836267","1154688576","413195492","136677088","56589","20107","11267","11303","11498","11903","10618","11319","8788","0","2257","17694","22698","29810","4237","33711","42087","3632","12692","7948","31788","15176","4561"
"20191","11620","관악구","CS200026","자동차미용","83015427","2051","44408015","38607412","7797463","9807236","7838584","8295578","10669154","23930167","14677245","0","9007396","29989130","31169528","12849373","0","51562774","21732415","0","15012367","20425479","13436271","19290136","5130936","1149","902","239","184","206","230","290","524","378","0","249","675","862","265","0","1387","465","0","230","633","386","457","143"
"20191","11650","서초구","CS200003","예술학원","7259403628","26098","6125239777","1134163851","1308634101","1001075621","1180991077","1360502405","1274036573","925832878","208330973","1211032","341773416","1251306263","2759842404","2681859284","223411229","2903038825","4200008530","31982043","401743630","1112833433","4192915571","1031647718","331924957","22943","3155","4634","4009","4255","5185","4860","2810","345","6","937","4624","10450","9554","527","9768","16057","66","1236","5545","14641","2934","1402"
"20191","11650","서초구","CS200008","한의원","23408841288","311822","18642025062","4766816226","4210508353","3631474678","3517669894","3438334818","3844037319","4503713346","263102880","0","1991615943","7710991188","8012822071","5648067104","45344982","9231403900","14089784503","13988155","2169727947","4386091220","6995139848","5458543776","4297182259","262005","49817","54551","48311","50855","50964","57324","47189","2628","0","35390","103639","100130","72499","164","138359","172333","839","26977","56613","74915","70975","80332"
"20191","11650","서초구","CS200030","피부관리실","1875039334","12084","1510836870","364202464","263425832","325963487","278503407","403039111","239905033","298468312","65734152","32148042","48832125","274979501","507322594","876924100","134832972","359739309","1453256930","5592432","273295655","454918835","425995656","371878991","281314672","9560","2524","1854","1567","2125","2032","1982","2013","511","118","492","2547","3846","4367","714","2335","9576","52","3446","3394","2076","1837","1112"
"20191","11650","서초구","CS300010","반찬가게","39153611869","2856281","36226473320","2927138549","8994160009","5419668436","7599763381","7207372763","7005508731","1703988560","1223149989","3416678","3980177325","18025736329","10749513486","6295938347","98829704","18506726748","15020564219","217790816","4948400374","6683649125","7432439185","8480211254","5764800208","2534248","322033","509830","502345","517189","535777","469107","176789","145244","158","387418","1785358","331133","349556","2658","1722871","1007177","49330","826213","687414","532886","419436","214764"
"20191","11650","서초구","CS300017","시계및귀금속","1179078881","4894","1001295308","177783573","138510750","76226318","228395417","168527571","389635252","59858416","117925157","0","48075514","396241829","599401000","127452008","7908530","415746631","633161343","1510811","15401410","98768123","253229480","388206014","291792135","4218","676","797","399","951","793","1278","416","260","0","187","1510","2292","863","42","1864","2677","53","271","729","1123","1280","1084"
"20191","11650","서초구","CS200026","자동차미용","793162626","10080","561967350","231195276","129988899","74973703","94522722","113123335","149358691","176344978","54850298","0","140597959","175063658","293193889","184307120","0","405136294","168523933","0","13037903","162188589","176570587","95459491","126403655","7291","2789","1539","1141","1373","1527","1711","1670","1119","0","1621","2835","4113","1511","0","4752","2115","0","307","1691","2478","1374","1018"
"20191","11680","강남구","CS200001","일반교습학원","109293322920","355599","78230740168","31062582752","14366231279","15156933117","15754912682","16029845375","16922817715","19010305490","12052277262","61146468","9726143085","19474019528","29063780100","43070055866","7898177873","46542250182","61545862771","269927439","1713510755","5358083034","70424387362","26849210048","3472994319","246700","108899","45721","48054","50461","51260","51204","65262","43637","229","35777","66538","90852","140621","21582","150215","204077","1830","17682","18353","215123","90668","10637"
"20191","11680","강남구","CS200003","예술학원","12900415609","35861","9389228901","3511186708","1834789817","1511554014","2171951716","1781366859","2089566495","2348530820","1162655888","0","601702448","2275718029","4263969063","4730113465","1028912604","5057142752","7657542478","212559640","1272167798","1579295421","6099775617","3073087516","477799244","27490","8371","5656","4504","5779","5437","6114","6112","2259","0","1478","6109","12307","14129","1838","13260","21949","655","3972","6424","16475","6545","1143"
"20191","11680","강남구","CS300008","수산물판매","1480163600","31233","1276825671","203337929","157027652","245709035","127650477","563202552","183235955","129330378","74007551","148990530","63187978","288128918","316601520","658937652","4317002","619468003","736612927","17303","10134306","82593781","515674618","468621580","279039340","23284","7949","5087","4197","4291","5130","4579","5339","2610","864","2168","7639","10918","9536","108","9312","21353","3","736","4285","5632","10264","9746"
"20191","11680","강남구","CS300031","가구","83710750635","106351","45189568637","38521181998","8287797828","7193701726","10540384710","9027580413","10140103960","21395637744","17125544254","0","8259672865","17686557354","34130782071","22939355658","694382687","40734014660","34933378924","0","4448310899","12830622586","22945394963","23333269814","12109795322","64038","42313","12631","11440","11739","13599","14629","23514","18799","0","4374","23192","41785","34230","2770","39677","60125","0","8087","23166","31863","22677","14005"
"20191","11680","강남구","CS300021","문구","34321499261","1762210","30495530793","3825968468","6078153173","5690826803","6321600182","6619311282","5785639353","2301291090","1524677378","258292","4161711253","9617958233","12821881252","7375185179","344505052","8345368547","9456644584","451301164","2591505013","3657537024","5847318614","3641663174","1612688132","1507951","254259","298951","288581","312348","324332","283739","156126","98133","42","192964","526469","531735","479022","31978","624382","775527","60904","293453","298148","422647","228127","96634"
